clockTime	tick	w	a	s	d	mouse_x	mouse_y	is_fire	is_scope	is_jump	is_crouch	is_walking	is_reload	is_e	switch
01:55	260899	1	1	0	0	179	88	0	0	0	0	0	0	0	0
01:55	260907	1	1	0	0	178	89	0	0	0	0	0	0	0	0
01:55	260915	1	1	0	0	179	89	0	0	0	0	0	0	0	0
01:55	260923	1	1	0	0	179	89	0	0	0	0	0	0	0	0
01:55	260931	1	1	0	0	176	88	0	0	0	0	0	0	0	0
01:55	260939	1	1	0	0	171	89	0	0	0	0	0	0	0	0
01:55	260947	0	1	1	0	166	88	0	0	0	0	0	0	0	0
01:55	260955	1	1	0	0	169	88	0	0	0	0	0	0	0	0
01:55	260963	1	1	0	0	174	88	0	0	0	0	0	0	0	0
01:55	260971	1	1	0	0	180	89	0	0	0	0	0	0	0	0
01:55	260979	1	1	0	0	367	89	0	0	0	0	0	0	0	0
01:55	260987	1	1	0	0	368	180	0	0	0	0	0	0	0	0
01:55	260995	1	1	0	0	360	89	0	0	0	0	0	0	0	0
01:55	261003	1	1	0	0	179	89	1	0	0	0	0	0	0	0
01:55	261011	1	0	0	0	366	89	0	0	0	0	0	0	0	0
01:55	261019	1	0	0	0	377	181	0	0	0	0	0	0	0	2
01:54	261027	1	0	0	0	362	89	0	0	0	0	0	0	0	0
01:54	261035	1	0	0	0	179	89	0	0	0	0	0	0	0	1
01:54	261043	1	0	0	0	179	89	0	0	0	0	0	0	0	3
01:54	261051	1	0	0	0	179	89	0	0	0	0	0	0	0	0
01:54	261059	1	0	0	0	179	89	0	0	0	0	0	0	0	0
01:54	261067	1	0	0	0	178	180	0	0	0	0	0	0	0	0
01:54	261075	1	0	0	0	179	89	0	0	0	0	0	0	0	0
01:54	261083	1	0	0	0	179	89	0	0	0	0	0	0	0	0
01:54	261091	1	0	0	0	367	89	0	0	0	0	0	0	0	0
01:54	261099	1	0	0	1	388	88	0	0	0	0	0	0	0	0
01:54	261107	1	0	0	1	187	89	0	0	0	0	0	0	0	0
01:54	261115	1	0	0	1	189	89	0	0	0	0	0	0	0	0
01:54	261123	1	0	0	1	360	88	0	0	0	0	0	0	0	0
01:54	261131	1	0	0	1	179	89	0	0	0	0	0	0	0	0
01:54	261139	1	0	0	1	179	89	0	0	0	0	0	0	0	0
01:54	261147	1	0	0	1	185	90	0	0	0	0	0	0	0	0
01:53	261155	1	0	0	1	187	181	0	0	0	0	0	0	0	0
01:53	261163	1	0	0	1	363	89	0	0	0	0	0	0	0	0
01:53	261171	1	0	0	1	179	89	0	0	0	0	0	0	0	0
01:53	261179	1	0	0	1	179	89	0	0	0	0	0	0	0	0
01:53	261187	1	0	0	1	178	89	0	0	0	0	0	0	0	0
01:53	261195	1	0	0	0	175	89	0	0	0	0	0	0	0	0
01:53	261203	1	0	0	0	172	89	0	0	0	0	0	0	0	0
01:53	261211	1	0	0	0	177	89	0	0	0	0	0	0	0	0
01:53	261219	1	0	0	0	179	89	0	0	0	0	0	0	0	0
01:53	261227	1	0	0	0	179	89	0	0	0	0	0	0	0	0
01:53	261235	1	0	0	0	179	89	0	0	0	0	0	0	0	0
01:53	261243	1	0	0	0	361	89	0	0	0	0	0	0	0	0
01:53	261251	1	0	0	0	179	89	0	0	0	0	0	0	0	0
01:53	261259	1	0	0	0	179	89	0	0	0	0	0	0	0	0
