clockTime	tick	w	a	s	d	mouse_x	mouse_y	is_fire	is_scope	is_jump	is_crouch	is_walking	is_reload	is_e	switch
01:55	68056	1	0	0	1	179	89	0	0	0	0	0	0	0	0
01:55	68064	1	0	0	1	178	89	0	0	0	0	0	0	0	0
01:55	68072	1	0	0	1	177	180	0	0	0	0	0	0	0	0
01:55	68080	1	0	0	1	170	89	0	0	0	0	0	0	0	0
01:55	68088	1	0	0	1	166	89	0	0	0	0	0	0	0	0
01:55	68096	1	0	0	1	176	89	0	0	0	0	0	0	0	0
01:55	68104	1	0	0	1	360	89	0	0	0	0	0	0	0	0
01:55	68112	1	0	0	1	360	89	0	0	0	0	0	0	0	0
01:55	68120	1	0	0	1	180	89	0	0	0	0	0	0	0	0
01:55	68128	1	0	0	1	367	89	0	0	0	0	0	0	0	0
01:55	68136	1	0	0	1	371	180	0	0	0	0	0	0	0	0
01:55	68144	1	0	0	1	366	180	0	0	0	0	0	0	0	2
01:55	68152	1	0	0	1	367	89	0	0	0	0	0	0	0	0
01:55	68160	1	0	0	1	365	180	0	0	0	0	0	0	0	3
01:55	68168	1	0	0	1	372	89	0	0	0	0	0	0	0	0
01:55	68176	1	0	0	1	382	89	0	0	0	0	0	0	0	0
01:54	68184	1	0	0	1	378	89	0	0	0	0	0	0	0	0
01:54	68192	1	0	0	1	181	89	0	0	0	0	0	0	0	0
01:54	68200	1	0	0	1	360	89	0	0	0	0	0	0	0	0
01:54	68208	1	0	0	1	179	89	0	0	0	0	0	0	0	0
01:54	68216	1	0	0	0	179	89	0	0	0	0	0	0	0	0
01:54	68224	1	0	0	0	179	89	0	0	0	0	0	0	0	0
01:54	68232	1	0	0	0	179	89	0	0	0	0	0	0	0	0
01:54	68240	1	0	0	0	179	89	0	0	0	0	0	0	0	0
01:54	68248	1	0	0	0	372	89	0	0	0	0	0	0	0	0
01:54	68256	1	0	0	0	190	183	0	0	0	0	0	0	0	0
01:54	68264	1	0	0	1	197	187	0	0	0	0	0	0	0	0
01:54	68272	1	0	0	1	200	183	0	0	0	0	0	0	0	2
01:54	68280	1	0	0	1	193	89	0	0	0	0	0	0	0	0
01:54	68288	1	0	0	1	186	88	0	0	0	0	0	0	0	3
01:54	68296	1	0	0	1	363	89	0	0	0	0	0	0	0	0
01:54	68304	1	0	0	1	179	89	0	0	0	0	0	0	0	0
01:53	68312	1	0	0	1	179	89	0	0	0	0	0	0	0	0
01:53	68320	1	0	0	1	177	89	0	0	0	0	0	0	0	0
01:53	68328	1	0	0	1	171	89	0	0	0	0	0	0	0	0
01:53	68336	1	0	0	1	160	88	0	0	0	0	0	0	0	0
01:53	68344	1	0	0	1	158	87	0	0	0	0	0	0	0	0
01:53	68352	1	0	0	0	170	88	0	0	0	0	0	0	0	0
