clockTime	tick	w	a	s	d	mouse_x	mouse_y	is_fire	is_scope	is_jump	is_crouch	is_walking	is_reload	is_e	switch
01:55	225133	1	0	0	0	179	89	0	0	0	0	0	0	0	2
01:55	225141	1	0	0	0	179	89	0	0	0	0	0	0	0	0
01:55	225149	1	0	0	0	179	89	0	0	0	0	0	0	0	3
01:55	225157	1	0	0	0	179	89	0	0	0	0	0	0	0	0
01:55	225165	1	0	0	0	181	180	0	0	0	0	0	0	0	0
01:55	225173	1	0	0	0	193	181	0	0	0	0	0	0	0	0
01:55	225181	1	0	0	1	206	89	0	0	0	0	0	0	0	0
01:55	225189	1	0	0	1	205	89	0	0	0	0	0	0	0	0
01:55	225197	1	0	0	1	188	89	0	0	0	0	0	0	0	0
01:55	225205	1	0	0	1	179	89	0	0	0	0	0	0	0	0
01:55	225213	1	1	0	0	179	89	0	0	0	0	0	0	0	0
01:55	225221	1	1	0	0	179	89	0	0	0	0	0	0	0	0
01:55	225229	1	1	0	0	179	89	0	0	0	0	0	0	0	0
01:55	225237	1	1	0	0	177	89	0	0	0	0	0	0	0	0
01:55	225245	1	1	0	0	168	89	0	0	0	0	0	0	0	0
01:55	225253	1	1	0	0	156	89	0	0	0	0	0	0	0	0
01:54	225261	1	1	0	0	152	181	0	0	0	0	0	0	0	0
01:54	225269	1	1	0	0	162	180	0	0	0	0	0	0	0	2
01:54	225277	1	1	0	0	177	180	0	0	0	0	0	0	0	0
01:54	225285	1	1	0	0	179	89	0	0	0	0	0	0	0	0
01:54	225293	1	1	0	0	179	89	0	0	0	0	0	0	0	0
01:54	225301	1	1	0	0	179	89	0	0	0	0	0	0	0	0
01:54	225309	1	1	0	0	179	89	0	0	0	0	0	0	0	0
01:54	225317	1	1	0	0	177	89	0	0	0	0	0	0	0	0
01:54	225325	1	0	0	0	174	89	0	0	0	0	0	0	0	0
01:54	225333	1	1	0	0	170	180	0	0	0	0	0	0	0	0
01:54	225341	1	1	0	0	170	89	0	0	0	0	0	0	0	0
01:54	225349	1	1	0	0	175	89	0	0	0	0	0	0	0	0
01:54	225357	1	1	0	0	178	89	0	0	0	0	0	0	0	0
01:54	225365	1	1	0	0	179	89	0	0	0	0	0	0	0	0
01:54	225373	1	1	0	0	179	89	0	0	0	0	0	0	0	0
01:54	225381	1	1	0	0	179	89	0	0	0	0	0	0	0	0
01:53	225389	1	1	0	0	179	89	0	0	0	0	0	0	0	0
01:53	225397	1	1	0	0	176	180	0	0	0	0	0	0	0	0
01:53	225405	1	1	0	0	175	89	0	0	0	0	0	0	0	0
01:53	225413	1	1	0	0	174	88	0	0	0	0	0	0	0	0
01:53	225421	1	1	0	0	175	88	0	0	0	0	0	0	0	0
