clockTime	tick	w	a	s	d	mouse_x	mouse_y	is_fire	is_scope	is_jump	is_crouch	is_walking	is_reload	is_e	switch
01:55	83464	1	0	0	0	361	89	0	0	0	0	0	0	0	0
01:55	83472	1	0	0	0	362	89	0	0	0	0	0	0	0	0
01:55	83480	1	0	0	0	362	89	0	0	0	0	0	0	0	0
01:55	83488	1	0	0	0	366	89	0	0	0	0	0	0	0	0
01:55	83496	1	0	0	0	372	89	0	0	0	0	0	0	0	4
01:55	83504	1	0	0	0	376	89	0	0	0	0	0	0	0	0
01:55	83512	1	0	0	0	373	89	0	0	0	0	0	0	0	0
01:55	83520	1	0	0	0	380	89	0	0	0	0	0	0	0	0
01:55	83528	1	0	0	1	387	89	0	0	0	0	0	0	0	0
01:55	83536	1	0	0	1	381	89	0	0	0	0	0	0	0	0
01:55	83544	1	0	0	1	182	89	0	0	0	0	0	0	0	0
01:55	83552	1	0	0	1	372	89	0	0	0	0	0	0	0	0
01:55	83560	1	0	0	1	375	89	0	0	0	0	0	0	0	0
01:55	83568	1	0	0	1	182	89	0	0	0	0	0	0	0	0
01:55	83576	1	0	0	1	186	89	0	0	0	0	0	0	0	0
01:55	83584	1	0	0	1	187	89	0	0	0	0	0	0	0	0
01:54	83592	1	0	0	1	187	89	0	0	0	0	0	0	0	0
01:54	83600	1	0	0	1	387	88	0	0	0	0	0	0	0	0
01:54	83608	1	0	0	1	182	89	0	0	0	0	0	0	0	0
01:54	83616	1	0	0	1	363	89	0	0	0	0	0	0	0	0
01:54	83624	1	0	0	1	179	89	0	0	0	0	0	0	0	0
01:54	83632	1	0	0	1	172	89	0	0	0	0	0	0	0	0
01:54	83640	1	0	0	0	163	88	0	0	0	0	0	0	0	0
01:54	83648	1	1	0	0	166	88	0	0	0	0	0	0	0	0
01:54	83656	1	1	0	0	177	89	0	0	0	0	0	0	0	0
01:54	83664	1	1	0	0	179	89	0	0	0	0	0	0	0	0
01:54	83672	1	1	0	0	179	89	0	0	0	0	0	0	0	0
01:54	83680	1	1	0	0	179	89	0	0	0	0	0	0	0	0
01:54	83688	1	1	0	0	179	89	0	0	0	0	0	0	0	0
01:54	83696	1	1	0	0	179	180	0	0	0	0	0	0	0	0
01:54	83704	1	1	0	0	179	180	0	0	0	0	0	0	0	0
01:54	83712	1	1	0	0	178	181	0	0	0	0	0	0	0	0
01:53	83720	1	1	0	0	179	180	0	0	0	0	0	0	0	0
01:53	83728	1	1	0	0	179	180	0	0	0	0	0	0	0	0
01:53	83736	1	1	0	0	179	180	0	0	0	0	0	0	0	0
01:53	83744	1	1	0	0	178	180	0	0	0	0	0	0	0	0
01:53	83752	1	1	0	0	179	180	0	0	0	0	0	0	0	0
01:53	83760	1	1	0	0	178	180	0	0	0	0	0	0	0	0
01:53	83768	1	1	0	0	178	180	0	0	0	0	0	0	0	0
01:53	83776	1	1	0	0	178	180	0	0	0	0	0	0	0	0
01:53	83784	1	1	0	0	179	180	0	0	0	0	0	0	0	0
01:53	83792	1	1	0	0	179	180	0	0	0	0	0	0	0	0
01:53	83800	1	1	0	0	178	180	0	0	0	0	0	0	0	0
01:53	83808	1	1	0	0	179	180	0	0	0	0	0	0	0	0
01:53	83816	1	1	0	0	178	180	0	0	0	0	0	0	0	0
01:53	83824	1	1	0	0	178	180	0	0	0	0	0	0	0	0
01:53	83832	1	1	0	0	178	180	0	0	0	0	0	0	0	0
01:53	83840	1	1	0	0	178	180	0	0	0	0	0	0	0	0
01:52	83848	1	1	0	0	178	180	0	0	0	0	0	0	0	0
01:52	83856	1	1	0	0	179	180	0	0	0	0	0	0	0	0
01:52	83864	1	1	0	0	179	89	0	0	0	0	0	0	0	0
01:52	83872	1	1	0	0	178	89	0	0	0	0	0	0	0	0
01:52	83880	1	1	0	0	179	89	0	0	0	0	0	0	0	0
01:52	83888	1	1	0	0	179	89	0	0	0	0	0	0	0	0
01:52	83896	1	1	0	0	179	89	0	0	0	0	0	0	0	0
01:52	83904	1	1	0	0	179	89	0	0	0	0	0	0	0	0
01:52	83912	1	1	0	0	179	89	0	0	0	0	0	0	0	0
01:52	83920	1	1	0	0	179	89	1	0	0	0	0	0	0	0
01:52	83928	1	1	0	0	179	89	0	0	0	0	0	0	0	0
01:52	83936	1	1	0	0	179	89	0	0	0	0	0	0	0	0
01:52	83944	1	0	0	0	179	89	0	0	1	0	0	0	0	0
01:52	83952	1	0	0	0	179	89	0	0	0	0	0	0	0	0
01:52	83960	1	0	0	0	179	89	0	0	0	0	0	0	0	0
01:52	83968	1	0	0	0	179	89	0	0	0	0	0	0	0	0
01:51	83976	1	0	0	0	179	89	0	0	0	0	0	0	0	0
01:51	83984	1	0	0	0	179	89	0	0	0	0	0	0	0	0
01:51	83992	1	0	0	0	179	89	0	0	0	0	0	0	0	0
01:51	84000	1	0	0	0	179	89	0	0	0	0	0	0	0	0
01:51	84008	1	0	0	0	179	89	0	0	0	0	0	0	0	0
01:51	84016	1	0	0	0	179	89	0	0	0	0	0	0	0	0
01:51	84024	1	0	0	0	173	88	0	0	0	0	0	0	0	0
01:51	84032	1	1	0	0	158	86	0	0	0	0	0	0	0	0
01:51	84040	1	1	0	0	170	87	0	0	0	0	0	0	0	1
01:51	84048	1	1	0	0	179	89	0	0	0	0	0	0	0	0
01:51	84056	1	1	0	0	179	89	0	0	0	0	0	0	0	0
01:51	84064	1	1	0	0	179	89	0	0	0	0	0	0	0	4
01:51	84072	1	1	0	0	179	89	0	0	0	0	0	0	0	0
01:51	84080	1	1	0	0	179	89	0	0	0	0	0	0	0	4
01:51	84088	1	0	0	0	178	89	0	0	0	0	0	0	0	0
01:51	84096	1	0	0	0	179	180	0	0	0	0	0	0	0	0
01:50	84104	1	0	0	0	179	89	0	0	0	0	0	0	0	0
01:50	84112	1	0	0	0	179	89	0	0	0	0	0	0	0	0
01:50	84120	1	0	0	0	179	89	0	0	0	0	0	0	0	0
01:50	84128	1	0	0	0	372	180	0	0	0	0	0	0	0	0
01:50	84136	1	0	0	1	185	180	0	0	0	0	0	0	0	0
01:50	84144	1	0	0	1	385	181	0	0	0	0	0	0	0	0
01:50	84152	1	0	0	1	370	180	0	0	0	0	0	0	0	0
01:50	84160	1	0	0	1	366	181	0	0	0	0	0	0	0	0
01:50	84168	1	0	0	1	180	181	0	0	0	0	0	0	0	0
01:50	84176	1	0	0	1	362	182	0	0	0	0	0	0	0	0
01:50	84184	1	0	0	1	362	181	0	0	0	0	0	0	0	0
01:50	84192	1	0	0	1	360	182	0	0	0	0	0	0	0	0
01:50	84200	1	0	0	1	360	90	0	0	0	0	0	0	0	0
01:50	84208	1	0	0	1	179	182	0	0	0	0	0	0	0	0
01:50	84216	1	0	0	1	179	184	0	0	0	0	0	0	0	0
01:50	84224	1	0	0	1	179	180	0	0	0	0	0	0	0	0
01:49	84232	1	0	0	1	362	183	0	0	0	0	0	0	0	0
01:49	84240	1	0	0	1	363	183	0	0	0	0	0	0	0	0
01:49	84248	1	0	0	1	180	184	0	0	0	0	0	0	0	0
01:49	84256	1	0	0	1	360	180	0	0	0	0	0	0	0	0
01:49	84264	1	0	0	1	179	89	0	0	0	0	0	0	0	0
01:49	84272	1	0	0	1	179	89	1	0	0	0	0	0	0	0
01:49	84280	1	0	0	1	361	89	0	0	0	0	0	0	0	0
01:49	84288	1	0	0	1	361	88	0	0	0	0	0	0	0	0
01:49	84296	1	0	0	1	365	88	0	0	1	0	0	0	0	0
01:49	84304	1	0	0	1	363	87	0	0	0	0	0	0	0	0
01:49	84312	1	0	0	1	361	88	0	0	0	0	0	0	0	0
01:49	84320	1	0	0	1	360	88	0	0	0	0	0	0	0	0
01:49	84328	1	0	0	1	179	89	0	0	0	0	0	0	0	0
01:49	84336	1	0	0	1	177	88	0	0	0	0	0	0	0	0
01:49	84344	1	0	0	1	177	88	0	0	0	0	0	0	0	1
01:49	84352	1	0	0	1	176	89	0	0	0	0	0	0	0	0
01:48	84360	1	0	0	1	153	88	0	0	0	0	0	0	0	0
01:48	84368	1	1	0	0	146	84	0	0	0	0	0	0	0	0
01:48	84376	1	1	0	0	179	89	0	0	0	0	0	0	0	0
01:48	84384	1	1	0	0	179	89	0	0	0	0	0	0	0	0
01:48	84392	1	1	0	0	179	89	0	0	0	0	0	0	0	3
01:48	84400	1	1	0	0	179	89	0	0	0	0	0	0	0	0
01:48	84408	1	1	0	0	176	181	0	0	0	0	0	0	0	0
01:48	84416	1	1	0	0	173	184	0	0	0	0	0	0	0	1
01:48	84424	1	1	0	0	176	180	0	0	0	0	0	0	0	0
01:48	84432	1	1	0	0	174	181	0	0	0	0	0	0	0	0
01:48	84440	1	1	0	0	160	183	0	0	0	0	0	0	0	0
01:48	84448	1	1	0	0	157	181	0	0	0	0	0	0	0	0
01:48	84456	1	1	0	0	177	89	0	0	0	0	0	0	0	0
01:48	84464	1	1	0	0	179	89	0	0	0	0	0	0	0	0
01:48	84472	0	1	0	0	179	89	0	0	0	0	0	0	0	0
01:47	84480	0	1	1	0	365	89	0	0	0	0	0	0	0	0
01:47	84488	0	1	1	0	191	89	0	0	0	0	0	0	0	0
01:47	84496	0	1	1	0	198	90	0	0	0	0	0	0	0	0
01:47	84504	0	1	1	0	187	180	0	0	0	0	0	0	0	0
01:47	84512	0	1	1	0	179	89	0	0	0	0	0	0	0	0
01:47	84520	0	1	1	0	178	180	0	0	0	0	0	0	0	0
01:47	84528	0	1	1	0	179	89	0	0	0	0	0	0	0	0
01:47	84536	0	1	1	0	176	181	0	0	0	0	0	0	0	0
01:47	84544	0	1	1	0	178	89	0	0	0	0	0	0	0	0
01:47	84552	0	1	1	0	365	89	0	0	0	0	0	0	0	0
01:47	84560	0	1	0	0	360	88	0	0	0	0	0	0	0	0
01:47	84568	0	1	0	0	178	87	0	0	0	0	0	0	0	0
01:47	84576	0	1	0	0	178	89	1	0	0	1	0	0	0	0
01:47	84584	0	1	0	0	179	89	1	0	0	1	0	0	0	0
01:47	84592	0	1	0	0	178	89	0	0	0	1	0	0	0	0
01:47	84600	0	1	0	0	179	180	1	0	0	1	0	0	0	0
01:46	84608	0	1	0	0	360	180	0	0	0	1	0	0	0	0
01:46	84616	0	1	0	0	179	180	1	0	0	1	0	0	0	0
01:46	84624	0	1	0	0	179	181	0	0	0	1	0	0	0	0
01:46	84632	0	1	0	0	178	182	1	0	0	1	0	0	0	0
01:46	84640	0	1	0	0	179	180	1	0	0	1	0	0	0	0
01:46	84648	0	1	0	0	179	89	1	0	0	1	0	0	0	0
01:46	84656	0	1	0	0	179	89	0	0	0	1	0	0	0	0
01:46	84664	0	1	0	0	178	180	1	0	0	1	0	0	0	0
01:46	84672	0	1	0	0	178	180	0	0	0	1	0	0	0	0
01:46	84680	0	1	0	0	179	89	0	0	0	1	0	0	0	0
01:46	84688	0	1	0	0	179	89	1	0	0	1	0	0	0	0
01:46	84696	0	1	0	0	179	180	1	0	0	1	0	0	0	0
01:46	84704	0	1	0	0	178	180	1	0	0	1	0	0	0	0
01:46	84712	0	1	0	0	178	180	1	0	0	1	0	0	0	0
01:46	84720	0	1	0	0	179	89	1	0	0	1	0	0	0	0
01:46	84728	0	1	0	0	179	89	0	0	0	1	0	0	0	0
01:45	84736	0	1	0	0	179	180	1	0	0	1	0	0	0	0
01:45	84744	0	1	0	0	179	89	1	0	0	1	0	0	0	0
01:45	84752	0	1	0	0	179	89	0	0	0	1	0	0	0	0
01:45	84760	0	1	0	0	360	180	0	0	0	1	0	0	0	0
01:45	84768	0	0	0	1	360	89	1	0	0	1	0	0	0	0
01:45	84776	0	0	0	1	360	89	0	0	0	1	0	0	0	0
01:45	84784	0	0	0	1	179	89	0	0	0	1	0	0	0	0
01:45	84792	0	0	0	1	360	89	1	0	0	1	0	0	0	0
01:45	84800	0	0	0	1	361	89	1	0	0	1	0	0	0	0
01:45	84808	0	0	0	1	179	89	1	0	0	1	0	0	0	0
01:45	84816	0	0	0	1	360	89	0	0	0	1	0	0	0	0
01:45	84824	0	0	0	1	179	89	0	0	0	1	0	0	0	0
01:45	84832	0	0	0	1	179	89	1	0	0	1	0	0	0	0
01:45	84840	0	0	0	1	360	89	0	0	0	1	0	0	0	0
01:45	84848	0	0	0	1	361	180	1	0	0	1	0	0	0	0
01:45	84856	0	0	0	1	361	180	0	0	0	1	0	0	0	0
01:44	84864	0	0	0	1	361	180	1	0	0	1	0	0	0	0
01:44	84872	0	0	0	1	361	180	0	0	0	1	0	0	0	0
01:44	84880	0	0	0	1	360	89	1	0	0	1	0	0	0	0
01:44	84888	0	0	0	1	360	89	0	0	0	1	0	0	0	0
01:44	84896	0	0	0	1	179	89	0	0	0	1	0	0	0	0
01:44	84904	0	0	0	1	366	180	0	0	0	1	0	0	0	0
01:44	84912	0	0	0	1	360	89	0	0	0	1	0	0	0	0
01:44	84920	0	0	0	1	178	88	0	0	0	1	0	0	0	0
01:44	84928	0	1	0	0	179	88	0	0	0	0	0	0	0	0
01:44	84936	1	1	0	0	176	88	0	0	0	0	0	0	0	0
