clockTime	tick	w	a	s	d	mouse_x	mouse_y	is_fire	is_scope	is_jump	is_crouch	is_walking	is_reload	is_e	switch
01:55	2688	1	0	0	0	179	89	0	0	0	0	0	0	0	0
01:55	2696	1	0	0	0	179	89	0	0	0	0	0	0	0	0
01:55	2704	1	0	0	0	179	89	0	0	0	0	0	0	0	0
01:55	2712	1	0	0	0	179	89	0	0	0	0	0	0	0	0
01:55	2720	1	0	0	0	179	89	0	0	0	0	0	0	0	0
01:55	2728	1	0	0	0	179	89	0	0	0	0	0	0	0	0
01:55	2736	1	0	0	0	179	89	0	0	0	0	0	0	0	0
01:55	2744	1	0	0	0	179	89	0	0	0	0	0	0	0	0
01:55	2752	1	0	0	0	179	89	0	0	0	0	0	0	0	0
01:55	2760	1	0	0	1	179	89	0	0	0	0	0	0	0	0
01:55	2768	1	0	0	1	179	89	0	0	0	0	0	0	0	0
01:55	2776	1	0	0	1	179	89	0	0	0	0	0	0	0	0
01:55	2784	1	0	0	1	179	89	0	0	0	0	0	0	0	0
01:55	2792	1	0	0	1	179	89	0	0	0	0	0	0	0	0
01:55	2800	1	0	0	1	179	89	0	0	0	0	0	0	0	0
01:55	2808	1	0	0	1	179	89	0	0	0	0	0	0	0	0
01:54	2816	1	0	0	1	150	83	0	0	0	0	0	0	0	0
01:54	2824	1	0	0	1	132	103	0	0	0	0	0	0	0	0
01:54	2832	1	0	0	1	167	195	0	0	0	0	0	0	0	0
01:54	2840	1	0	0	1	179	89	0	0	0	0	0	0	0	0
01:54	2848	1	0	0	1	179	89	0	0	0	0	0	0	0	0
01:54	2856	1	0	0	1	177	88	0	0	0	0	0	0	0	0
01:54	2864	1	0	0	0	192	83	0	0	0	0	0	0	0	0
01:54	2872	1	0	0	1	188	84	0	0	0	0	0	0	0	0
01:54	2880	1	0	0	1	179	89	0	0	0	0	0	0	0	0
01:54	2888	1	0	0	1	179	89	0	0	0	0	0	0	0	0
01:54	2896	1	0	0	1	177	88	0	0	0	0	0	0	0	0
01:54	2904	1	0	0	0	179	180	0	0	1	0	0	0	0	0
01:54	2912	1	0	0	0	180	182	0	0	0	0	0	0	0	0
01:54	2920	1	0	0	0	179	89	0	0	0	0	0	0	0	0
01:54	2928	1	0	0	0	179	89	0	0	0	0	0	0	0	0
01:54	2936	1	0	0	0	179	89	0	0	0	0	0	0	0	0
01:53	2944	1	0	0	0	179	89	0	0	0	0	0	0	0	0
01:53	2952	1	0	0	0	179	89	0	0	0	1	0	0	0	0
01:53	2960	1	0	0	0	179	89	0	0	0	1	0	0	0	0
01:53	2968	1	0	0	0	179	89	0	0	0	1	0	0	0	0
01:53	2976	1	0	0	0	179	89	0	0	0	1	0	0	0	0
01:53	2984	1	0	0	1	179	89	0	0	0	1	0	0	0	0
